李树的价值在于其果实营养价值高，含有丰富的维生素和矿物质，具有一定的食疗作用。此外，李树的砧木在果树栽培中具有重要的应用价值。|20
问题1：在重庆市建立李高效生产及绿色防控技术标准园，园地选择上应该避免哪些地形？|34
答案1：应避免选择谷地、盆地或山坡底部等冷空气容易集结的地方。|34
问题2：重庆市李栽培地区最暖月的平均温度要求是多少摄氏度以上？|34
答案2：最暖月的平均温度要求在16.6℃以上。|34
问题3：重庆市李栽培地区最冷月的平均气温应该在多少摄氏度以上？|34
答案3：最冷月的平均气温应该在-1.1℃以上。|34
问题4：重庆市李栽培地区年平均温度范围是多少摄氏度？|34
答案4：年平均温度应在8~18℃之间。|34
问题5：重庆市李栽培地区无霜期要求多少天以上？|34
答案5：无霜期要求120天以上。|34
问题6：重庆市李栽培地区年降水量要求大于多少毫米？|34
答案6：年降水量要求大于800毫米。|34
问题7：采前1个月内的降水量不宜超过多少毫米？|34
答案7：不宜超过50毫米。|34
问题8：重庆市李栽培地区年日照时数要求多少小时以上？|34
答案8：年日照时数要求1200小时以上。|34
问题9：在丘陵山区建设宜机化果园时，对于坡度大于25°的地块应采取什么建设方案？|34
答案9：应通过小区合理布局、土地整治，达到小型机械可操作、省力化种植的目的。|34
(1)清除初侵染源，如冬季剪枝清除病枝，清除枝头和地面僵果，并在萌芽前喷施石硫合剂或波尔多液。|65
(2)加强果园管理，包括合理密植和整形修剪，保持通风透光，注意排水和合理施肥。|65
(3)化学防治，在坐果后开始喷药，特别是在雨季前和发病初期，重点保护幼果，每隔10天左右喷药1次，共喷3~4次，最重要的两次施药在4月下旬至5月上旬。可使用的药剂包括多种悬浮剂和水分散粒剂。|65
问题1：李高效生产及绿色防控技术中，危害李果实的病害主要表现在哪些部位？|66
答案1：果实肩部、尖部及胴部。|66
问题2：李高效生产及绿色防控技术中，描述一下李果实发病初期的症状。|66
答案2：发病初期出现暗褐色至深褐色圆形斑点。|66
问题3：李高效生产及绿色防控技术中，果实发病后期可能出现什么症状？|66
答案3：病斑处发生龟裂，呈疮痂状，甚至造成果实开裂。|66
问题4：李高效生产及绿色防控技术中，新梢受害后会出现哪些症状？|66
答案4：初为长圆形浅褐色病斑，后呈暗褐色，病部微隆起，常发生流胶。|66
问题5：李高效生产及绿色防控技术中，叶片受害后会出现哪些症状？|66
答案5：初期产生多角形或不规则形灰绿色病斑，后发展为暗色或紫红色，最后病部干枯脱落而形成穿孔。|66
问题6：李高效生产及绿色防控技术中，病菌是如何越冬的？|66
答案6：病菌以菌丝体在枝梢病组织中越冬。|66
问题7：李高效生产及绿色防控技术中，病菌何时产生分生孢子？|66
答案7：病菌在春季气温上升后产生分生孢子。|66
问题8：李高效生产及绿色防控技术中，孢子产生的最适温度和相对湿度是多少？|66
答案8：孢子产生的最适温度为20~28℃，相对湿度为80%以上。|66
问题9：李高效生产及绿色防控技术中，哪些气候条件有利于病害流行？|66
答案9：多雨和高湿有利于病害流行，尤其是春季和初夏降水量多时。|66
问题10：李高效生产及绿色防控技术中，如何防治该病害？|66
答案10：加强果园管理，秋末冬初结合修剪剪除病枯枝，清除僵果、残桩，集中烧毁或深埋，减少越冬菌源。注意雨后排水。|66
5. What is the main task of the program "Food and Drug Safety Supervision"?|70
其主要任务是保障食品安全和药品安全，对食品和药品的生产、流通、使用等环节进行监督管理，确保公众饮食和用药安全。|70
李高效生产及绿色防控技术的问题和答案提取如下：|76
问题1：李高效生产中常见的病害特征有哪些？|76
答案1：地上部分比健株衰弱，后期出现叶片变黄、枯萎、变小、枯枝、枯干等特征；根部表面缠有灰白色蛛网状菌丝层，皮层变褐、腐烂且新根稀少；病株树皮变黑，容易脱落，易从土中拔出，根颈部出现黑色胶状溢出物，易折断。|76
问题2：李高效生产中病害的发生规律是什么？|76
答案2：病菌以菌丝体、根状菌索在土壤中越冬。在适宜的土壤温度（11.5°C至25°C）和湿度条件下，根状菌索长出营养菌丝侵害新根，逐渐延及粗根。|76
问题3：李高效生产中如何进行农业防治？|76
答案3：雨后及时排水，合理使用氮、磷、钾肥，增施有机肥；合理整枝修剪，避免过度修剪导致树势衰弱。|76
问题4：李高效生产中如何进行化学防治？|76
答案4：剔除病苗，栽植前用10%硫酸铜溶液或70%甲基硫菌灵可湿性粉剂500倍液浸根；症状初见时，切除已霉烂的根，浇施或撒施药液或药粉；上半年和下半年进行病树处理及施药，避免在7、8月高温、干燥季节扒土施药；使用25%甲霜灵可湿性粉剂、50%福美双可湿性粉剂、45%代森铵水剂等药剂进行药液灌根。|76
r.)Sing-er]和奥氏蜜环菌[Armillariaostoyae(Romagn.)Herin|77
k]|77
问题1：李实蜂成虫在什么时候出土？|108
答案1：李实蜂成虫在3月下旬至4月上旬开花期出土。|108
问题2：李实蜂幼虫期一般持续多久？|108
答案2：李实蜂幼虫期持续26~31天。|108
问题3：李实蜂幼虫会在树的哪个部位蛀入？|108
答案3：李实蜂幼虫一般从果实的顶部蛀入，也有从中部蛀入的情况。|108
问题4：防治李实蜂的方法有哪些？|108
答案4：防治李实蜂的方法包括加强果园管理、做好预测预报和覆盖薄膜。|108
问题5：为什么说品种栽植混乱的李园受害情况更严重？|108
答案5：品种栽植混乱的李园受害情况更严重，因为这样的李园趋于随机分布，更容易被李实蜂攻击。|108
防治大青叶蝉的方法有哪些？|122
- 农业防治：及时割除李园杂草，避免间作大白菜、萝卜、甘薯等多汁晚秋作物。|122
- 物理防治：有条件的李园，可用灯光诱杀成虫。|122
- 化学防治：成虫产卵前，在幼树主干上刷涂白剂，可阻止成虫产卵，涂白剂还可加入少量杀虫剂。发生量大时，于10月上中旬成虫产卵前或产卵初期喷药防治成虫。除在树上喷药外，还应在树行间的杂草上喷药。|122
李在采收后如何补充水分和有机物|采收前其呼吸作用、蒸腾作用所消耗的水分和有机物等可直接由植株所含有的水分、光合作用产物及矿物质的流动来补充，采后呼吸作用和蒸腾作用仍在继续进行，只能通过消耗果实自身贮存的营养和水分来维持||124
问题1：李高效生产中使用的清洗设备有哪些？|140
答案1：鼓泡清洗机、毛刷清洗机、强流除水机。|140
问题2：李高效生产中使用的预处理设备是什么？|140
答案2：打皮机。|140
问题3：腌制脱盐过程中使用的设备有哪些？|140
答案3：腌制池（或腌制大缸）、脱盐池。|140
问题4：脱水与干制设备有哪些？|140
答案4：三足脱水机或强流除水机、热风烘干机。|140
问题5：料液配置设备是什么？|140
答案5：电热搅拌夹层锅。|140
问题6：李果加工的工艺流程包括哪些步骤？|140
答案6：清洗原料、预处理、腌制、干燥和脱盐处理、脱水、浸制、烘干处理、包装。|140
问题7：在选择李原料时应考虑哪些因素？|140
答案7：应选择果大、肉质厚、完熟、未软化的李作原料，以红心李品种最佳。|140
问题8：清洗李果时可以采用哪些方法？|140
答案8：可以采用人工清洗或水果清洗设备清洗表面灰尘、污物、腐叶，并自然沥干或用强流除水设备除水。|140
问题9：预处理过程中如何打皮？|140
答案9：可以采用打皮机加入粗盐共打，经滚筒转动而达到打皮目的；或采用砂轮把果皮表面打伤，或做一块有钉的木板让李在上面滚动而破皮。|140
问题10：腌制李果有哪些方法？|140
答案10：湿法腌制和干法腌制两种方法。|140
问题1：李高效生产及绿色防控技术中，污染物的限量应符合哪个国家标准？|144
答案1：GB2762|144
问题2：在李罐头加工过程中，用于封罐的设备是什么？|144
答案2：负压封口机|144
问题3：李果去皮漂洗过程中使用的氢氧化钠溶液的浓度是多少？|144
答案3：3%|144
问题4：在李罐头加工过程中，菌落总数和大肠菌群的限量分别是多少？|144
答案4：菌落总数≤50CFU/毫升，大肠菌群≤3MPN|144
问题5：在李罐头加工过程中，致病菌（沙门氏菌、志贺氏菌、金黄色葡萄球菌）的检出情况如何？|144
答案5：不得检出|144
问题6：李罐头加工过程中，用于杀菌的设备是什么？|144
答案6：双层水浴式杀菌釜|144
问题7：李罐头加工过程中，原料的选择标准是什么？|144
答案7：选择完熟，组织未软化，无霉变、无褐变、无腐烂及病虫害的李果实作为加工原料，李果实污染物及农药残留应符合GB2762、GB2763的要求。|144
问题：李高效生产及绿色防控技术中，主要的加工设施设备有哪些？|146
答案：清洗设备包括鼓泡清洗机、毛刷清洗机、强流除水机；去核、切片设备包括李果去核机或手持去核器、果蔬切片机；预冻设备包括隧道速冻机(箱式速冻机、低温冻库)；干制设备为真空冻干设备；包装设备为果蔬充氮包装机。|146
问题：在李高效生产及绿色防控技术中，操作要点包括什么？|146
答案：原料选择、清洗、去核(切片)、预冻、冻干、分拣和包装。|146
