小绿叶蝉|属于|同翅目叶蝉科|120
李树|遭受|小绿叶蝉危害|120
苦参碱乳油|防治|害虫|120
甲维·吡虫啉可溶液剂|注入|树木|120
球孢白僵菌可湿性粉剂|防治|成虫|120
噻虫啉微囊悬浮剂|防治|害虫|120
小绿叶蝉|繁殖|卵|120
小绿叶蝉|生命周期|1年10代|120
小绿叶蝉|活动时间|白天|120
小绿叶蝉|排泄|蜜露|120
平均气温|影响|小绿叶蝉生长发育|120
连阴雨|影响|小绿叶蝉繁殖|120
李树生长季|特征|发生期不整齐致世代重叠|120
小绿叶蝉|危害|叶片 黄白色斑点|120
李树|遭受|大青叶蝉危害|121
大青叶蝉|属于|同翅目叶蝉科|121
越冬|进行|成虫|121
成虫|产生|卵|121
卵|孵化|若虫|121
若虫|转移|寄主|121
寄主|繁殖|后代|121
李园|套种|蔬菜|121
李园|套种|草|121
大青叶蝉|趋光性|强|121
大青叶蝉|天敌|蜘蛛|121
大青叶蝉|天敌|赤眼蜂|121
大青叶蝉|天敌|叶蝉柄翅卵蜂|121
大青叶蝉|危害|李树|122
李树|遭受|大青叶蝉危害|122
李矮缩病毒|外壳蛋白基因克隆及原核表达|研究|122
李属坏死环斑病毒|遗传多样性分析及致病相关基因鉴定|研究|122
桃蛀螟|危害|桃树|122
桃树|遭受|桃蛀螟危害|122
桃潜叶蛾|发生规律及综合防治措施|研究|122
李红点病|发生及防治|研究|122
李病虫害防治|属于|农业技术|123
刘露|研究|根癌防治|123
陆卫明|合作|程艳墉|123
吕佩珂|合作|苏惠兰|123
王浩|合作|万方浩|123
王剑荣|研究|李霉斑穿孔病|123
王小银|合作|王强荣|123
王晓方|研究|黑李枝腐病因|123
许长新|合作|焦蕊|123
杨华|合作|彭玉基|123
张广仁|合作|李广旭|123
张瑞珠|研究|李树褐腐病|123
李|属于|果实类植物|124
   李|采收|巫山脆李|124
   巫山脆李|在采收后|进行贮运|124
   李|在采收后|进行呼吸作用|124
   李|在采收后|进行蒸腾作用|124
   李|贮存|营养和水分|124
   李|货架期|受环境温度影响|124
   李|商品性|受环境温度影响|124
   李|市场供应周期|受贮藏影响|124
   采收前因素|包括|栽培环境、施肥、灌溉、病虫害防治|124
   规范管理的果园|具有|更高的栽培环境要求|124
   规范管理的果园|农药和化肥使用|更规范|124
   规范管理的果园|果园病虫害发生率|更低|124
   规范管理的果园|产出的李品质|更好|124
   规范管理的果园|李的贮藏性|更强|124
   采收前10天|注意|控制土壤水分含量|124
   采收果实污染物限量|应符合|《食品安全国家标准食品中污染物限量》(GB2762)|124
   采收果实农药残留限量|应符合|《食品安全国家标准食品中农药最大残留限量》(GB2763)|124
李贮运保鲜与加工|属于|水果保鲜与加工技术|125
李|采收|成熟期|125
采收期|影响|果实品质|125
采收期|影响|贮运效果|125
果皮颜色|用于|判断采收期|125
果实生长发育期|用于|判断采收期|125
青脆李|成熟期|硬熟期|125
青脆李|成熟期|完熟期|125
采收成熟度|影响|果实口感品质|125
采收成熟度|影响|果实贮藏期|125
早熟品种|耐贮藏性|低|125
中晚熟品种|耐贮藏性|高|125
晴天气温较低时|适合|采收|125
阴天|适合|采收|125
雨天|不适合|采收|125
露(雨)水未干|不适合|采收|125
高温时段|不适合|采收|125
采摘操作|影响|果实完整性|125
采摘操作|影响|果实病菌侵入|125
分批分次采收|影响|产量|125
分批分次采收|影响|品质|125
分批分次采收|影响|耐贮性|125
采收筐|垫有|软草|125
采收筐|垫有|纸屑|125
采收筐|垫有|布|125
塑料周转筐|用于|采后李的周转|125
阴凉处|适合|放置采后的李|125
太阳直晒|避免|采后的李|125
预冷|影响|果实入库|125
李|属于|果实类别|126
采后处理|包括|分选、包装、预冷|126
分选|目的|剔除损伤果、畸形果、残次果|126
包装|目的|保护果实、减少摩擦、碰撞伤害|126
预冷|目的|快速降温、除去田间热和呼吸热、保持果实新鲜品质|126
李|采收季节|夏季|126
李|温度|高于25°C|126
预冷|作用|降低果实内部生理生化反应、减少营养成分消耗、减缓品质下降速度|126
李|属于|果实|127
预冷方法|应用于|李|127
自然冷风预冷|属于|预冷方法|127
库房空气预冷|属于|预冷方法|127
强制通风预冷|属于|预冷方法|127
压差预冷|属于|预冷方法|127
李|采用|自然冷风预冷|127
李|采用|库房空气预冷|127
李|采用|强制通风预冷|127
李|采用|压差预冷|127
昼夜温差|用于|散去|产品田间热|127
果品筐|通过|对流和传导|降温|127
隧道式预冷装置|用于|强制通风预冷|127
瓦楞纸箱|具有|通气孔|127
抽风机|用于|强制抽吸|冷空气|127
风扇|用于|吹进|冷空气|127
挡板|用于|提高|有效风量|127
李|属于|果实类植物|128
李|进行|呼吸作用|128
李|进行|乙烯合成|128
李|推迟|叶绿素降解|128
李|延缓|成熟和衰老|128
李|抑制|病原微生物繁殖|128
李|保持|品质|128
物理处理|应用|李保鲜|128
化学处理|应用|李保鲜|128
热激处理|属于|物理措施|128
冷冲击|属于|物理措施|128
变温|属于|物理措施|128
减压|属于|物理措施|128
氯化钙|属于|化学药剂|128
1-甲基环丙烯|属于|化学药剂|128
高锰酸钾|属于|化学药剂|128
多菌灵|属于|化学药剂|128
吸附|属于|化学处理方式|128
浸泡|属于|化学处理方式|128
熏蒸|属于|化学处理方式|128
标准化|进行|化学药剂添加处理|128
李贮运|保鲜|温度控制|129
李贮运|保鲜|湿度控制|129
李贮运|保鲜|生物措施|129
李贮运|保鲜|涂膜处理|129
壳聚糖|属于|生物措施|129
魔芋精粉|属于|生物措施|129
疾病|预防|疫苗|129
李|属于|果实|129
温度|影响|李贮藏保鲜寿命|129
呼吸强度|与|温度高相关|129
冷害|影响|果实品质|129
贮藏库|管理|李贮运|129
库房|清洁|李贮运|129
设备|检修|贮藏库管理|129
库温|降低|入库前|129
李|分批入库|入库|129
库容总量|限制|入库量|129
空气循环方向|与|堆码走向一致|129
垫层|加厚|垛底|129
遮盖|防止|冷害|129
通风换气|作用|贮藏过程|129
二氧化碳|排除|贮藏过程|129
乙烯|排除|贮藏过程|129
库内温度|监控|贮藏过程|129
库内湿度|监控|贮藏过程|129
李|检测|贮藏过程|129
贮藏温度|建议|0~1℃|129
贮藏温度|波动|减少|129
李|属于|水果类|130
李|需要|控制贮藏湿度|130
李|需要|控制气体成分|130
贮藏湿度|控制|85%~95%|130
气体成分|控制|氧气浓度3%~5%，二氧化碳浓度不超过8%|130
李|通过|打蜡或聚氯乙烯、聚乙烯薄膜包装|防止失水皱缩及腐烂|130
李|在|低氧气环境中|发生无氧呼吸|130
李|在|高二氧化碳环境中|发生褐变、黑心等生理性病害|130
运输|目的是|调节产品市场需求，满足不同地域物资需求|130
李|是|具有生命的活体物质|130
运输条件|影响|李的品质和新鲜度|130
李贮运|需要|适宜的低温运输|131
李贮运|需要|保持振动小|131
李贮运|需要|保持湿度条件|131
李贮运|需要|正确的装载与堆码|131
李贮运|避免|运输过程中的温度波动|131
李贮运|影响因素|运输方式|131
李贮运|影响因素|运输工具|131
李贮运|影响因素|货物放置位置|131
李贮运|影响因素|路面状况|131
李贮运|影响因素|码垛工作|131
李贮运|影响因素|野蛮装卸|131
李贮运|影响因素|空气干燥程度|131
李贮运|影响因素|加湿装置|131
李贮运|影响因素|温度波动|131
李贮运|影响因素|冻害|131
李贮运|影响因素|热害|131
李高效生产及绿色防控技术|属于|农业技术|132
温度|影响|果实腐烂速度|132
堆码|避免|紧靠冷藏车挡板|132
草席|作用|遮盖|132
运输卫生|需要|安全无害的运输工具|132
运输卫生|需要|清洁的运输工具|132
运输卫生|要求|防止果品被污染|132
运输卫生|要求|与其他非食用货物分开装运|132
李品质要求|随着|生活水平提高|132
李品质要求|随着|科技进步|132
李品质|包含|外观品质|132
李品质|包含|内在品质|132
李品质|包含|加工品质|132
感官品质分析|使用|视觉|132
感官品质分析|使用|嗅觉|132
感官品质分析|使用|触觉|132
感官品质分析|使用|味觉|132
感官品质分析|使用|听觉|132
果个大小|评价|果实品质|132
果形指数|评价|果实品质|132
果实质量|影响|产量|132
果实质量|影响|加工适应性|132
果实质量|影响|消费者接受程度|132
果实体积|评价|果实品质|132
李贮运保鲜与加工|属于|果实保鲜与加工技术|133
李|具有|果形指数|133
果形指数|测量工具|游标卡尺|133
果实色泽|影响因素|品种,成熟期|133
果实色泽|测定方法|色差计法|133
L*值|表示|亮度|133
a*值|表示|红绿|133
b*值|表示|黄蓝|133
芳香成分|影响因素|品种,采前因素,成熟度,采后因素|133
芳香成分|测定方法|顶空固相微萃取-气相色谱-质谱联用技术|133
芳香成分|测定方法|电子鼻|133
李|包含|2-乙基-1-己醇,正辛醇,己醛,壬醛,壬烯醛|133
果实硬度|测定方法|物性分析仪|133
果实硬度|测定方法|硬度计|133
果实硬度|测定方法|无损检测|133
李|影响|供应持续期,运输距离,经济效益|133
李果实|属于|水果|134
可食率|代表|可食部分质量占比|134
重庆|拥有|脆李|134
脆李|可食率|95%~98%|134
糖|存在于|李果实|134
李果实|糖含量|受品种、栽培技术、气候条件和成熟度影响|134
李果实|有机酸含量|受品种、栽培技术、气候条件和成熟度影响|134
可滴定酸|测定方法|滴定法|134
可溶性固形物|含量|11%~16%|134
可滴定酸含量|0.5%~1.0%|134
果胶|影响|果实硬度|134
果胶|存在部位|植物细胞壁和细胞内层|134
果胶|提取方法|酸水解法、微生物提取法等|134
酚类物质|抗氧化能力|能够延缓人体衰老|134
李果实|褐变|与酚类物质氧化相关|134
