李绿色|属于|果实|33
李绿色|特征|圆形果实|33
李绿色|特征|果尖凹入|33
李绿色|特征|梗洼深度浅|33
李绿色|特征|缝合线浅|33
李绿色|特征|果对称|33
李绿色|特征|果粉薄|33
李绿色|平均单果重|21.36克|33
李绿色|最大果重|44.45克|33
李绿色|可食率|96%|33
李绿色|果实整齐度|中等|33
李绿色|果皮与果肉关系|难剥离|33
李绿色|果肉色泽|淡黄|33
李绿色|肉质|硬脆|33
李绿色|汁液|多|33
李绿色|纤维|少|33
李绿色|风味|酸甜适中|33
李绿色|成熟后特点|无涩味|33
李绿色|微香味|33
李绿色|鲜食品质|中上等|33
李绿色|果实硬度|大|33
李绿色|耐贮运性|强|33
李绿色|货架期|10~20天|33
李绿色|贮藏适宜温度|0~2℃|33
李绿色|贮藏时间|60天左右|33
宛青|来源|晚熟巫山脆李实生变异|33
宛青|审定时间|2019年|33
宛青|审定机构|重庆市农作物品种审定委员会|33
宛青|树势|强健|33
宛青|树冠|半开张|33
宛青|萌芽力|强|33
宛青|成枝力|强|33
宛青|花芽萌动时间|2月下旬|33
宛青|露白时间|3月上旬|33
宛青|初花时间|3月上中旬|33
宛青|盛花期|3月中旬|33
宛青|果实成熟时间|8月上旬|33
宛青|果实发育期|130天左右|33
宛青|成熟期|比本地巫山脆李晚熟30~40天|33
宛青|高接换种结果时间|第二年|33
宛青|盛产期|第五年|33
宛青|亩产量|约1200千克|33
宛青|果实形状|扁圆形|33
宛青|果尖|略凹入|33
宛青|梗洼|浅|33
宛青|缝合线|浅|33
宛青|果实对称性|高|33
宛青|果皮颜色|绿色|33
宛青|果皮红色|少量|33
宛青|果粉厚度|较厚|33
宛青|平均单果重|30.23克|33
宛青|最大果重|58克|33
宛青|果实纵径|35.5毫米|33
宛青|果实横径|40.6毫米|33
宛青|离核|33
宛青|核形|卵圆|33
宛青|核面|粗糙|33
宛青|果肉颜色|淡黄或黄色|33
宛青|果肉质地|硬脆|33
宛青|汁液|多|33
宛青|纤维|少|33
宛青|风味|酸甜|33
宛青|成熟后特点|无涩味|33
宛青|可溶性固形物含量|13.1%~17.4%|33
宛青|可食率|97.75%|33
宛青|可溶性糖含量|8.42%|33
宛青|可滴定酸含量|0.67%|33
宛青|维生素C含量|7.64毫克/100克果肉|33
宛青|去皮硬度|约6.8千克/厘米²|33
宛青|鲜食品质|中上等|33
宛青|适宜栽培海拔|100~1200米|33
宛青|土壤pH|6.0~7.8|33
宛青|土壤要求|疏松肥沃、土壤深厚、透气性良好|33
宛青|管理水平|一般水平|33
宛青|产量|较高|33
宛青|成熟期|8月上中旬|33
宛青|成熟期推迟|提高栽培海拔|33
宛青|供应期延长|巫山脆李|33
宛青|抗病性|强|33
宛青|耐贮运性|强|33
宛青|市场前景|好|33
李高效|生产|技术|34
园地|选择|山地|34
园地|选择|丘陵|34
园地|选择|平地|34
园地|要求|背风向阳|34
园地|要求|排灌良好|34
园地|要求|土质疏松|34
园地|要求|土层深厚|34
园地|要求|透气性好|34
园地|要求|地理位置交通便利|34
园地|要求|水源条件良好|34
李|栽培|地区|34
地区|要求|最暖月平均温度在16.6℃以上|34
地区|要求|最冷月平均气温在-1.1℃以上|34
地区|要求|年平均温度8~18℃|34
地区|要求|无霜期120天以上|34
地区|要求|年降水量大于800毫米|34
地区|要求|采前1个月内的降水量不宜超过50毫米|34
地区|要求|年日照时数1200小时以上|34
山地|宜机化果园建设|方案|34
坡度小于25°的坡地|宜机化果园建设|土地整治|34
坡度较大、地块较为零散的山地|宜机化果园建设|土地整治|34
地块|清杂|机械|34
梯台|整治|机械|34
馒头山形坡地|梯台|布设|34
台面宽度|确定|作物生长特性|34
台面宽度|确定|农艺技术|34
台面宽度|确定|机械化作业要求|34
