李产业|发展|中国|0
中国|栽培|李|0
李|历史|久远|0
原始居民|采食|李果|0
先民|种植|李|0
《诗经》|包含|李的诗句|0
《山海经》|记载|李|0
《尔雅》|记载|李品种|0
《广志》|记载|李品种|0
汉代|修|上林苑|0
《洛阳花木记》|记载|李品种|0
牛心李|品种名|沿用|0
新石器时代|李核|遗存|0
战国时代|李核|遗存|0
李果|采食|习惯|0
唐朝|东都洛阳|嘉庆坊|产|李|0
李|别名|嘉庆子|0
李干|生产|增多|0
李|特性|坚|0
李|实|晚|0
李|栽种|晚|0
《齐民要术》|记载|李特性|0
李高效生产及绿色防控技术|属于|农业技术|1
李树|使用|嫁接繁殖技术|1
嫁接繁殖技术|使用|桃砧木|1
嫁接繁殖技术|使用|李砧木|1
嫁接繁殖技术|使用|杏砧木|1
嫁接繁殖技术|使用|梅砧木|1
李树|成活率|与砧木种类相关|1
李树|寿命|与砧木种类相关|1
李树|果实风味|与砧木种类相关|1
李树|栽培距离|影响果实品质|1
李树|对环境因素的适应性|与果实产量和品质相关|1
《洛阳花木记》|记载|李的栽培技术|1
《洛阳花木记》|提出|李树栽培的注意事项|1
清代|时间|《槜李谱》撰写时期|1
《槜李谱》|是中国历史上|关于李的专著|1
《槜李谱》|内容|李的字义、栽种等技术|1
李树|大小年结果|与气候条件相关|1
李树|采摘时间|与果实成熟度相关|1
南方产区|包括|江苏、安徽、浙江等省份|1
南方产区|气候类型|亚热带至热带湿润季风气候|1
南方产区|降水量|年降水量一般在1000~1500毫米|1
李树|分布|几乎各省份均有野生或栽培|1
李树|垂直分布|最高可达海拔4000米|1
中国李|产区|南方产区、北方产区|1
南方产区|特点|李生产和加工的传统产区|1
北方产区|特点|鲜食李产区|1
李产业|发展|现状|2
中国李|属于|李产业|2
欧洲李|属于|李产业|2
美洲李|属于|李产业|2
樱桃李|属于|李产业|2
华东|栽培|中国李|2
华中|栽培|中国李|2
华南|栽培|中国李|2
福建|栽培|中国李|2
浙江|栽培|中国李|2
江西|栽培|中国李|2
湖南|栽培|中国李|2
广东|栽培|中国李|2
江苏|栽培|中国李|2
福建永泰|栽培|中国李|2
广东信宜|栽培|中国李|2
贵州|栽培|中国李|2
重庆|栽培|中国李|2
四川|栽培|中国李|2
云南昆明|栽培|中国李|2
江苏徐州|栽培|中国李|2
浙江东阳|栽培|中国李|2
贵州遵义|栽培|中国李|2
贵州铜仁|栽培|中国李|2
重庆巫山|栽培|中国李|2
四川宜宾|栽培|中国李|2
福建芙蓉李|属于|李品种|2
浙江槜李|属于|李品种|2
广东三华李|属于|李品种|2
广东南华李|属于|李品种|2
四川江安李|属于|李品种|2
四川青脆李|属于|李品种|2
四川脆红李|属于|李品种|2
李|耐受|高温|2
李|耐受|寒冷|2
李果实|特性|较大|2
李果实|特性|红肉类型|2
李产业|主要产地|江苏|2
李产业|主要产地|福建|2
李产业|主要产地|浙江|2
李产业|主要产地|江西|2
李产业|主要产地|湖南|2
李产业|主要产地|广东|2
李产业|主要产地|贵州|2
李产业|主要产地|重庆|2
李产业|主要产地|四川|2
李产业|主要产地|云南|2
李产业|用途|鲜食|2
北方产区|属于|李产业|2
东北|属于|北方产区|2
华北|属于|北方产区|2
西北|属于|北方产区|2
河北|属于|北方产区|2
河南|属于|北方产区|2
山东|属于|北方产区|2
山西|属于|北方产区|2
陕西|属于|北方产区|2
甘肃|属于|北方产区|2
青海|属于|北方产区|2
宁夏|属于|北方产区|2
新疆|属于|北方产区|2
温带大陆性气候|属于|生态条件|2
温带季风气候|属于|生态条件|2
李产业|区域分布|黑龙江|2
李产业|区域分布|辽宁|2
李产业|区域分布|吉林|2
李产业|区域分布|河北|2
李产业|区域分布|河南|2
李产业|区域分布|山东|2
李产业|区域分布|山西|2
李产业|区域分布|陕西|2
李产业|区域分布|甘肃|2
李产业|区域分布|青海|2
李产业|区域分布|宁夏|2
李产业|区域分布|新疆|2
李产业|生态条件|温带大陆性气候|2
李产业|生态条件|温带季风气候|2
李产业|季节分配|不均|2
李产业|降水量|少|2
李产业|春旱|严重|2
李高效生产及绿色防控技术|属于|农业生产技术|3
中国李|属于|李属植物|3
欧洲李|属于|李属植物|3
樱桃李|属于|李属植物|3
美洲乌苏里李|属于|李属植物|3
东北地区|拥有|抗寒力强的李资源|3
华北地区|拥有|果实较大的李品种资源|3
新疆地区|主要栽培|欧洲李|3
西北地区（除新疆外）|主要栽培|中国李|3
辽宁锦西|栽培|李树|3
辽宁盖州|栽培|李树|3
河北易县|栽培|欧洲李|3
河北昌黎|栽培|欧洲李|3
山东莱阳|栽培|欧洲李|3
河南济源|栽培|欧洲李|3
新疆轮台|栽培|欧洲李|3
新疆和硕|栽培|欧洲李|3
新疆塔城|栽培|欧洲李|3
新疆伽师|栽培|欧洲李|3
新疆阿克苏|栽培|欧洲李|3
李属植物|品种资源|世界李属植物|3
中国果树志·李卷|载入|李属植物品种资源|3
辽宁果树科学研究所有限公司|进行|李杏资源调查和收集|3
市场需求|导致|李种植良种化|3
芙蓉李|属于|李品种|3
㮈李|属于|李品种|3
跃进李|属于|李品种|3
香蕉李|属于|李品种|3
槜李|属于|李品种|3
三华李|属于|李品种|3
东北三省|育成|李品种|3
新疆|育成|李品种|3
山西|育成|李品种|3
陕西|育成|李品种|3
广东|育成|李品种|3
六号李|母本|窑门李|3
六号李|父本|红干核|3
六号李|育成单位|吉林省农业科学院|3
六号李|育成时间|1956年|3
李产业|属于|农业|4
绥棱红|母本|小黄李|4
绥棱红|父本|福摩萨|4
绥棱红|研究机构|黑龙江省农业科学院浆果研究所|4
绥棱红|培育时间|1964年|4
奎冠|母本|窑门李|4
奎冠|研究机构|新疆奎屯农七师果树研究所|4
奎冠|培育时间|1969年|4
金吉李|品种|济源黄甘李|4
